Air Date,Airdate,City,Country,Day,Description,Episode,Latitude,Longitude,Month1,Month,Number of Records,Order,Region,Season,Show,Source,State,Title,Year
3/14/2011,"March 14, 2011",Granada,Nicaragua,14,"Tony visits Nicaragua to sample the cuisine, and in the process discovers the determination necessary to live in modern-day Nicaragua.",3,11.934407,-85.956001,3,March,1,260,Central America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Nicaragua,2011
3/14/2011,"March 14, 2011",Managua,Nicaragua,14,"Tony visits Nicaragua to sample the cuisine, and in the process discovers the determination necessary to live in modern-day Nicaragua.",3,12.114993,-86.236174,3,March,1,258,Central America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Nicaragua,2011
3/21/2011,"March 21, 2011",Vienna,Austria,21,"Tony visits wintery Vienna, Austria, visits Christmas markets, goes hunting suited like an aristocrat, eats sphincter and has, surprisingly, an overall good time. Tony finds out who Krampus is.",4,48.208174,16.373819,3,March,1,261,Europe,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Vienna,2011
3/28/2011,"March 28, 2011",West Plains,United States,28,"Tony visits West Plains, Missouri, backdrop of the book and film Winter's Bone, and eats at Fred and Red's. There, Tony explores the Ozark region and samples local specialties such as raccoon, venison and squirrel pot pie. He also goes fishing with novelist Daniel Woodrell, who breaks his shoulder on film.",5,36.728115,-91.852371,3,March,1,262,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Missouri,Ozarks,2011
4/11/2011,"April 11, 2011",Belém,Brazil,11,Tony visits the city of Belém and the Amazon Rainforest in search of the undiscovered parts of Brazilian and more specifically Amazonian cuisine.,6,-1.455729,-48.490179,4,April,1,263,South America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Brazil (the Amazon),2011
4/18/2011,"April 18, 2011",Boston,United States,18,"Tony visits the South Boston section of Boston, the neighborhood known as ""Southie"", accompanied by guitarist Mike Ruffino of The Unband. They enjoy the local cuisine and bars and meet with local celebrities like columnist and talk-show host Howie Carr.",7,42.360082,-71.05888,4,April,1,264,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Massachusetts,Boston,2011
4/25/2011,"April 25, 2011",Sapporo,Japan,25,"Weeks before the March 2011 quake, Tony visits Hokkaido, Japan. In Sapporo, he tries Hokkaido style ramen, waikanae crab, and Uni-ikura Don (salmon roe & sea urchin over rice). He visits with the indigenous people of Hokkaido, the Ainu. Tony ends his trip dining at a ryokan enjoying a formal robatayaki. In the international edition, viewers saw Tony visit the Sapporo Beer Garden for the “Genghis Khan” which is a specialty of Hokkaido.",8,43.062096,141.354376,4,April,1,265,Asia,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Japan: Hokkaido,2011
7/11/2011,"July 11, 2011",Havana,Cuba,11,"Tony travels to Cuba in the search of the island's heart and soul where beauty abounds in the people, the food and the architecture and streets that are riddled with cars from before the revolution.",9,23.113592,-82.366596,7,July,1,266,Central America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Cuba,2011
7/18/2011,"July 18, 2011",Macau,China,18,"Tony visits Macau, a former Portuguese colony south of Hong Kong now known as the ""Vegas of Asia"", and tries his hand at some casino games. He also visits the Macau Tower bungee jump, the largest in the world, and takes the ultimate plunge.",10,22.198745,113.543873,7,July,1,267,Asia,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Macau,2011
7/25/2011,"July 25, 2011",Naples,Italy,25,"Tony travels to Naples, Italy, considered to be the root of Italian-American cuisine, to find out the differences and similarities between the original and its American counterpart.",11,40.851775,14.268124,7,July,1,268,Europe,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Naples,2011
8/1/2011,"August 1, 2011",Roses,Spain,1,"Tony visits elBulli, a renowned restaurant in Spain, and cooks and dines with chef Ferran Adrià.",12,42.26052,3.208099,8,August,1,269,Europe,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,El Bulli,2011
8/8/2011,"August 8, 2011",Pioneertown,United States,8,Tony explores the Mojave Desert of southern California with Josh Homme of Queens of the Stone Age.,13,34.156442,-116.498645,8,August,1,270,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,California,US Desert,2011
8/8/2011,"August 8, 2011",Joshua Tree,United States,8,Tony explores the Mojave Desert of southern California with Josh Homme of Queens of the Stone Age.,13,34.134728,-116.313066,8,August,1,271,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,California,US Desert,2011
8/8/2011,"August 8, 2011",Rancho Mirage,United States,8,Tony explores the Mojave Desert of southern California with Josh Homme of Queens of the Stone Age.,13,33.739744,-116.41279,8,August,1,272,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,California,US Desert,2011
8/8/2011,"August 8, 2011",Coachella,United States,8,Tony explores the Mojave Desert of southern California with Josh Homme of Queens of the Stone Age.,13,33.6803,-116.173894,8,August,1,273,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,California,US Desert,2011
8/15/2011,"August 15, 2011",Chernobyl,Ukraine,15,"Tony and Zamir travel through the abandoned city of Chernobyl in Ukraine, site of a nuclear accident 25 years earlier. They then travel elsewhere in Ukraine including the Crimea and sample local food like green borscht.",14,51.276303,30.221899,8,August,1,274,Europe,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Ukraine,2011
8/15/2011,"August 15, 2011",Crimea,Ukraine,15,"Tony and Zamir travel through the abandoned city of Chernobyl in Ukraine, site of a nuclear accident 25 years earlier. They then travel elsewhere in Ukraine including the Crimea and sample local food like green borscht.",14,44.952117,34.102417,8,August,1,275,Europe,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Ukraine,2011
8/22/2011,"August 22, 2011",Chester,United States,22,"Tony and his crew venture to the war zone of Iraqi Kurdistan, as well as Turkish Kurdistan, to explore the tragic history and hopeful future of the Kurds.",15,37.356816,-77.44165,8,August,1,276,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Virginia,Kurdistan,2011
8/22/2011,"August 22, 2011","Soran, Iraqi Kurdistan",Iraq,22,"Tony and his crew venture to the war zone of Iraqi Kurdistan, as well as Turkish Kurdistan, to explore the tragic history and hopeful future of the Kurds.",15,36.654696,44.537808,8,August,1,277,Middle East,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Kurdistan,2011
8/22/2011,"August 22, 2011","Erbil, Iraqi Kurdistan",Iraq,22,"Tony and his crew venture to the war zone of Iraqi Kurdistan, as well as Turkish Kurdistan, to explore the tragic history and hopeful future of the Kurds.",15,36.206293,44.008887,8,August,1,278,Middle East,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Kurdistan,2011
8/22/2011,"August 22, 2011","Derik, Turkish Kurdistan",Turkey,22,"Tony and his crew venture to the war zone of Iraqi Kurdistan, as well as Turkish Kurdistan, to explore the tragic history and hopeful future of the Kurds.",15,37.364657,40.267937,8,August,1,279,Middle East,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Kurdistan,2011
8/29/2011,"August 29, 2011",New Orleans,United States,29,Tony goes to New Orleans and meets up with some of the crew of TV show Treme. He then continues west into the bayou and Cajun country.,16,29.951066,-90.071532,8,August,1,280,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Louisiana,Cajun Country,2011
8/29/2011,"August 29, 2011",Breaux Bridge,United States,29,Tony goes to New Orleans and meets up with some of the crew of TV show Treme. He then continues west into the bayou and Cajun country.,16,30.273532,-91.899284,8,August,1,281,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Louisiana,Cajun Country,2011
8/29/2011,"August 29, 2011",Metairie,United States,29,Tony goes to New Orleans and meets up with some of the crew of TV show Treme. He then continues west into the bayou and Cajun country.,16,29.984092,-90.152852,8,August,1,282,North America,7,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Louisiana,Cajun Country,2011
11/21/2011,"November 21, 2011",Singapore,Singapore,21,"Tony's first 24-hour layover lands him in Singapore, a melting pot of cultures and ethnicities that all come together over a national obsession with food. Tony's friends take him on a tour of the hyper-modern city that manages to stay true to its culinary roots.",1,1.352083,103.819836,11,November,1,283,Asia,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Singapore,2011
11/28/2011,"November 28, 2011",New York,United States,28,"Tony takes on his hometown of NYC. Having lived and explored the city for years, instead of the typical tourist traps, he visits some of the city's hidden gems while hanging with his chef friends, David Chang and Eddie Huang.",2,40.712775,-74.005973,11,November,1,284,North America,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,New York,New York,2011
12/5/2011,"December 5, 2011",Rome,Italy,5,"Tony has just over 30 hours to explore the Eternal City. He sets off on a whirlwind tour, from the banks of the Tiber River to deep into the crooked ancient alleyways, sampling as much cuisine as he can along the way.",3,41.902783,12.496366,12,December,1,285,Europe,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Rome,2011
12/12/2011,"December 12, 2011",Miami,United States,12,"Paying homage to his love for Miami Vice, Tony Bourdain's Layover in Miami is full of hilarity as he takes in the South Beach Art Deco architecture scene and spots bikini clad roller bladers while cruising around in his red convertible.",4,25.76168,-80.19179,12,December,1,286,North America,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,Florida,Miami,2011
12/19/2011,"December 19, 2011",Hong Kong,China,19,"Tony finds himself on a 48-hour layover in the fast-paced, fascinating city of Hong Kong ... in the middle of summer. Tony fights the sweltering heat and oppressive smog as he attempts to get his fill of dim sum and roasted meat before his flight home.",5,22.396428,114.109497,12,December,1,287,Asia,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Hong Kong,2011
12/26/2011,"December 26, 2011",Montreal,Canada,26,A Montreal Layover for Tony means calling up local friends like Martin Picard to explore the city's hot spots that can't be found in any guidebook. He sees first hand how intrinsic the local environment is to food and fun.,6,45.501689,-73.567256,12,December,1,288,North America,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Montreal,2011
1/2/2012,"January 2, 2012",Amsterdam,Netherlands,2,"The last time Anthony Bourdain was in Amsterdam was 40 years ago, and he slept in the park. Tony has just 36 hours to explore the city… this time with a slightly different mindset.",7,52.370216,4.895168,1,January,1,289,Europe,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Amsterdam,2012
1/9/2012,"January 9, 2012",San Francisco,United States,9,"Tony Bourdain finds himself in San Francisco, a city known by vegan and vegetarian lovers alike. He discovers that San Francisco is actually a ""bare-knuckled, 2-fisted drinking town,"" where you can get a great meal of raw juicy meat for under $20.",8,37.774929,-122.419416,1,January,1,290,North America,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,California,San Francisco,2012
1/16/2012,"January 16, 2012",London,United Kingdom,16,"A layover in London, Tony's ""home away from home,"" means catching up with chef friends Marco Pierre White and Fergus Henderson. He has just enough time for a few pints and a visit to a real-life little shop of horrors before his flight home.",9,51.507351,-0.127758,1,January,1,291,Europe,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,,London,2012
1/23/2012,"January 23, 2012",Los Angeles,United States,23,"Anthony Bourdain has 48 hours to eat the best food that LA has to offer. He stays at one of Hollywood's most luxurious and legendary hotels, Chateau Marmont.",10,34.052234,-118.243685,1,January,1,292,North America,1,The Layover,https://en.wikipedia.org/wiki/The_Layover,California,Los Angeles,2012
4/9/2012,"April 9, 2012",Beira,Mozambique,9,"Tony travels to Mozambique and finds himself in a mysterious, post-colonial Africa. From Portuguese ruins on Mozambique Island to the vibrant metropolis of Maputo, Mozambique doesn't look like anywhere Tony has been so far.",1,-19.831595,34.837018,4,April,1,293,Africa,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Mozambique,2012
4/9/2012,"April 9, 2012",Maputo,Mozambique,9,"Tony travels to Mozambique and finds himself in a mysterious, post-colonial Africa. From Portuguese ruins on Mozambique Island to the vibrant metropolis of Maputo, Mozambique doesn't look like anywhere Tony has been so far.",1,-25.969248,32.573175,4,April,1,294,Africa,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Mozambique,2012
4/9/2012,"April 9, 2012",Mozambique Island,Mozambique,9,"Tony travels to Mozambique and finds himself in a mysterious, post-colonial Africa. From Portuguese ruins on Mozambique Island to the vibrant metropolis of Maputo, Mozambique doesn't look like anywhere Tony has been so far.",1,-15.036449,40.732331,4,April,1,295,Africa,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Mozambique,2012
4/16/2012,"April 16, 2012",Kansas City,United States,16,"Tony travels to Kansas City, the BBQ capital of the world, with pal Zamir Gotta, in search of the best barbecue. While there, Tony meets up with musicians Dan and Patrick of The Black Keys for some serious finger licking meat. Zamir has his own adventures, visiting Leila's Hair Museum and attending his first-ever tailgate party.",2,39.114053,-94.627464,4,April,1,296,North America,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Kansas,Kansas City,2012
4/16/2012,"April 16, 2012",Kansas City,United States,16,"Tony travels to Kansas City, the BBQ capital of the world, with pal Zamir Gotta, in search of the best barbecue. While there, Tony meets up with musicians Dan and Patrick of The Black Keys for some serious finger licking meat. Zamir has his own adventures, visiting Leila's Hair Museum and attending his first-ever tailgate party.",2,39.099727,-94.578567,4,April,1,297,North America,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Missouri,Kansas City,2012
4/23/2012,"April 23, 2012",Motovun,Croatia,23,Tony visits the Croatian coast to swim with bluefin tuna and hunt for a prized white truffle. He literally gets knocked off his feet as he is treated to the finest Mediterranean cuisine.,3,45.335951,13.827861,4,April,1,298,Europe,8,No Reservations,http://www.noreservationslocations.com/croatian-coast-episode.html,,Croatian Coast,2012
4/23/2012,"April 23, 2012",Skradin,Croatia,23,Tony visits the Croatian coast to swim with bluefin tuna and hunt for a prized white truffle. He literally gets knocked off his feet as he is treated to the finest Mediterranean cuisine.,3,43.817637,15.923255,4,April,1,299,Europe,8,No Reservations,http://www.noreservationslocations.com/croatian-coast-episode.html,,Croatian Coast,2012
4/23/2012,"April 23, 2012",Zadar,Croatia,23,Tony visits the Croatian coast to swim with bluefin tuna and hunt for a prized white truffle. He literally gets knocked off his feet as he is treated to the finest Mediterranean cuisine.,3,44.119371,15.231365,4,April,1,300,Europe,8,No Reservations,http://www.noreservationslocations.com/croatian-coast-episode.html,,Croatian Coast,2012
4/30/2012,"April 30, 2012",Lisbon,Portugal,30,"Once the center of the richest empire in Europe, Lisbon now faces one of the worst financial crises in the EU. But even as it struggles with rising debt and unemployment, Tony finds out that Lisbon is experiencing a cultural and culinary renaissance. Tony shares a meal and Fado performance with writer António Lobo Antunes. The music of Dead Combo is used throughout the episode and the band is featured in the episode as well, eating at a restaurant specialising in gourmet canned fish.",4,38.722252,-9.139337,4,April,1,301,Europe,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Lisbon,2012
5/7/2012,"May 7, 2012",Hakusan City,Japan,7,"Tony heads to Japan for the gastronomic event that is ""Cook it Raw"", which brings together some of the best chefs in the world to forage for local ingredients and serve the results to culinary experts.",5,36.514427,136.565892,5,May,1,302,Asia,8,No Reservations,https://www.imdb.com/title/tt2375989/locations?ref_=tt_dt_dt,,Japan: Cook It Raw,2012
5/7/2012,"May 7, 2012",Kaga,Japan,7,"Tony heads to Japan for the gastronomic event that is ""Cook it Raw"", which brings together some of the best chefs in the world to forage for local ingredients and serve the results to culinary experts.",5,36.302624,136.314627,5,May,1,303,Asia,8,No Reservations,https://www.imdb.com/title/tt2375989/locations?ref_=tt_dt_dt,,Japan: Cook It Raw,2012
5/7/2012,"May 7, 2012",Kanazawa,Japan,7,"Tony heads to Japan for the gastronomic event that is ""Cook it Raw"", which brings together some of the best chefs in the world to forage for local ingredients and serve the results to culinary experts.",5,36.561325,136.656205,5,May,1,304,Asia,8,No Reservations,https://www.imdb.com/title/tt2375989/locations?ref_=tt_dt_dt,,Japan: Cook It Raw,2012
5/7/2012,"May 7, 2012",Tokyo,Japan,7,"Tony heads to Japan for the gastronomic event that is ""Cook it Raw"", which brings together some of the best chefs in the world to forage for local ingredients and serve the results to culinary experts.",5,35.689487,139.691706,5,May,1,305,Asia,8,No Reservations,https://www.imdb.com/title/tt2375989/locations?ref_=tt_dt_dt,,Japan: Cook It Raw,2012
5/14/2012,"May 14, 2012",Helsinki,Finland,14,"Heeding the calls of his Finnish Facebook fans, Tony takes a trip to Helsinki, Finland. He joins musician Sami Yaffa for a liquored-up tour of the world's only pub tram, a bloody sauna and an unexpectedly exciting dinner with a cabbie's mother.",6,60.169856,24.938379,5,May,1,306,Europe,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Finland,2012
5/28/2012,"May 28, 2012",Ensenada,Mexico,28,"Tony gets a taste of the food, wine and culture of Tijuana, Mexico, and the Baja Peninsula. He tries Mexican fish tacos and then checks out local street food with chef Javier Plascencia.",7,31.866743,-116.596371,5,May,1,307,North America,8,No Reservations,https://www.imdb.com/title/tt2155960/locations?ref_=tt_dt_dt,,Baja,2012
5/28/2012,"May 28, 2012",Tijuana,Mexico,28,"Tony gets a taste of the food, wine and culture of Tijuana, Mexico, and the Baja Peninsula. He tries Mexican fish tacos and then checks out local street food with chef Javier Plascencia.",7,32.514947,-117.038247,5,May,1,308,North America,8,No Reservations,https://www.imdb.com/title/tt2155960/locations?ref_=tt_dt_dt,,Baja,2012
6/4/2012,"June 4, 2012",Penang,Malaysia,4,"Tony travels to Penang, Malaysia, where he experiences the local food including Asam Laksa and typical Nyonya dishes.",8,5.416393,100.332679,6,June,1,309,Asia,8,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Penang,2012
9/3/2012,"September 3, 2012",Austin,United States,3,"Tony visits Austin, Texas during the annual South by Southwest music festival and discovers that today's indie rockers and hipsters are often foodies as well. He hangs out with the band Sleigh Bells for a seafood boil, and has Mexican food with Neon Indian and Alejandro Escovedo.",1,30.267153,-97.743061,9,September,1,310,North America,9,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Texas,Austin,2012
9/10/2012,"September 10, 2012",Sydney,Australia,10,"Tony travels to Sydney, Australia. Tony dives with sharks at Oceanworld Manly in Sydney, visits the sheep farms of the Blue Mountains and the chic innovative restaurants of the big city, samples fresh seafood, old school charcuterie, and the ubiquitous Australian barbie.",2,-33.86882,151.209296,9,September,1,311,Oceania,9,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Sydney,2012
9/24/2012,"September 24, 2012",Bologna,Italy,24,Tony travels to the Emilia-Romagna region of Northern Italy with American expat chef Michael White. Tony races a Ferrari around the Autodromo Enzo e Dino Ferrari racing circuit in nearby Imola.,4,44.494887,11.342616,9,September,1,312,Europe,9,No Reservations,https://www.imdb.com/title/tt2388838/locations?ref_=tt_dt_dt,,Emilia Romagna,2012
9/24/2012,"September 24, 2012",Modena,Italy,24,Tony travels to the Emilia-Romagna region of Northern Italy with American expat chef Michael White. Tony races a Ferrari around the Autodromo Enzo e Dino Ferrari racing circuit in nearby Imola.,4,44.647128,10.925227,9,September,1,313,Europe,9,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Emilia Romagna,2012
9/24/2012,"September 24, 2012",Polesine Parmense,Italy,24,Tony travels to the Emilia-Romagna region of Northern Italy with American expat chef Michael White. Tony races a Ferrari around the Autodromo Enzo e Dino Ferrari racing circuit in nearby Imola.,4,45.020027,10.088044,9,September,1,314,Europe,9,No Reservations,https://www.imdb.com/title/tt2388838/locations?ref_=tt_dt_dt,,Emilia Romagna,2012
10/1/2012,"October 1, 2012",Auxerre,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.798202,3.573781,10,October,1,315,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Beaune,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.02603,4.840004,10,October,1,316,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Morey-Saint-Denis,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.195673,4.962496,10,October,1,317,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Noyers,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.695641,3.995663,10,October,1,318,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Nuits-Saint-Georges,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.137985,4.95032,10,October,1,319,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Pacy-sur-Armançon,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.777121,4.094861,10,October,1,320,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Saint-Père,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.459395,3.765224,10,October,1,321,Europe,9,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Burgundy,2012
10/1/2012,"October 1, 2012",Vézelay,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.465674,3.746143,10,October,1,322,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/1/2012,"October 1, 2012",Yonne,France,1,A wine cave and an American-owned winery are among the highlights when chef Ludo Lefebvre joins Tony as he tours the Burgundy region of France. Also: a truck stop that serves crepes.,5,47.865273,3.607982,10,October,1,323,Europe,9,No Reservations,https://www.imdb.com/title/tt2388842/locations?ref_=tt_dt_dt,,Burgundy,2012
10/15/2012,"October 15, 2012",Rio de Janeiro,Brazil,15,"A trip to Rio de Janeiro proves stressful for Anthony, who is nervous about his wife, Ottavia, competing in a jujitsu match. To unwind, he enjoys the Brazilian cocktail caipirinhas and a pork sandwich in Ipanema; and later, learns about improvements made in the shanty town Rocinha. Finally, the Bourdains enjoy a home-cooked stew made with filet mignon, garlic, onion, tomato, farofa and feijoada.",7,-22.906847,-43.172896,10,October,1,324,South America,9,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Rio,2012
10/29/2012,"October 29, 2012",Playa Rincon,Dominican Republic,29,"Nearing toward the end of his final tour, Anthony Bourdain travels to the Caribbean for fresh fish and more in the Dominican Republic. Also, a helicopter ride to SamanÃ¡ Peninsula for lunch.",9,19.289455,-69.249945,10,October,1,325,Central America,9,No Reservations,https://www.imdb.com/title/tt2388854/locations?ref_=tt_dt_dt,,Dominican Republic,2012
10/29/2012,"October 29, 2012",Samaná,Dominican Republic,29,"Nearing toward the end of his final tour, Anthony Bourdain travels to the Caribbean for fresh fish and more in the Dominican Republic. Also, a helicopter ride to SamanÃ¡ Peninsula for lunch.",9,19.203076,-69.338766,10,October,1,326,Central America,9,No Reservations,https://www.imdb.com/title/tt2388854/locations?ref_=tt_dt_dt,,Dominican Republic,2012
10/29/2012,"October 29, 2012",Santo Domingo,Dominican Republic,29,"Nearing toward the end of his final tour, Anthony Bourdain travels to the Caribbean for fresh fish and more in the Dominican Republic. Also, a helicopter ride to SamanÃ¡ Peninsula for lunch.",9,18.486058,-69.931212,10,October,1,327,Central America,9,No Reservations,https://www.imdb.com/title/tt2388854/locations?ref_=tt_dt_dt,,Dominican Republic,2012
11/5/2012,"November 5, 2012",Brooklyn,United States,5,"Tony visits Brooklyn with actor Michael K. Williams, best known from The Wire. He once again meets up with his companion Zamir Gotta.",10,40.678178,-73.944158,11,November,1,328,North America,9,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,New York,Brooklyn,2012
11/19/2012,"November 19, 2012",Chicago,United States,19,"Tony cruises around the Windy City, has a damn-good hot dog, has a drink with painter and blogger Bruce Cameron Elliott, and dines with Top Chef champion Stephanie Izard.",1,41.878114,-87.629798,11,November,1,329,North America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Chicago,2012
11/26/2012,"November 26, 2012",Paris,France,26,"In Paris, Tony does as the French do. He sips coffee at Le Pure Café, sits down at Le Dome for an enormous shellfish tower, discovers the lost art of bread baking and indulges in a guilty pleasure: a duck press.",2,48.856614,2.352222,11,November,1,330,Europe,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Paris,2012
12/3/2012,"December 3, 2012",Philadelphia,United States,3,"Tony goes beyond the cheesesteak in Philadelphia. He dines on modern Israeli food with Marc Vetri, throws back the citywide special at Dirty Frank's & learns the real story behind the drinking & carousing of our Founding Fathers.",3,39.952584,-75.165222,12,December,1,331,North America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,Pennsylvania,Philadelphia,2012
12/10/2012,"December 10, 2012",São Paulo,Brazil,10,"In Sao Paulo, Anthony Bourdain stays in an eccentric boat-shaped hotel, dines with friends at Alex Atala's famous D.O.M. restaurant, checks out the street graffiti with celebrated artist Speto and has nose-to-tail food at Mocoto.",4,-23.55052,-46.633309,12,December,1,332,South America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,,São Paulo,2012
12/17/2012,"December 17, 2012",Toronto,Canada,17,"Tony finds that there’s more to Toronto than what meets the eye. From nose-to-tail cuisine to authentic dim sum, Toronto has one of the most diverse food scenes in the world, and Tony attempts to see as much of it as he can in the little time he has.",5,43.653226,-79.383184,12,December,1,333,North America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Toronto,2012
1/7/2013,"January 7, 2013",Dublin,United Kingdom,7,"Anthony Bourdain finds that Dublin’s food scene is keeping up with its famed drinking scene. From sweetbreads and lamb to a home-cooked bowl of pork stew, Tony covers all of what Dublin does best in a few short hours.",6,53.349805,-6.26031,1,January,1,334,Europe,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,,Dublin,2013
1/14/2013,"January 14, 2013",Atlanta,United States,14,"Anthony Bourdain heads to the “ATL” where he cruises around in a muscle car, shoots guns and experiences the famed 10 o'clock burger at Holeman & Finch. He wraps up his trip at the legendary adults-only Clermont Lounge, the city's oldest strip club.",7,33.748995,-84.387982,1,January,1,335,North America,2,The Layover,https://en.wikipedia.org/wiki/The_Layover,Georgia,Atlanta,2013
